vType_id;vType_vClass;trip_depart;trip_departLane;trip_departSpeed;trip_from;trip_id;trip_to;trip_type
;;915.78;best;;1053907533#1;veh18864;98623898#1;veh_passenger
;;915.83;best;max;-1382214641#1;veh18865;1383922338#8;veh_passenger
;;915.88;best;max;-1053900910;veh18866;988203022#1;veh_passenger
;;915.93;best;;1042245450#3;veh18867;1378633246;veh_passenger
;;915.97;best;;229908896#24;veh18868;1227113590;veh_passenger
;;916.02;best;;-1049873897#2;veh18869;-1044700299#0;veh_passenger
;;916.07;best;;1217255772#1;veh18870;199050472#3;veh_passenger
;;916.12;best;max;-1050950556#1;veh18871;-1044514951#0;veh_passenger
;;916.17;best;;1152642991#3;veh18872;218858282#3;veh_passenger
;;916.22;best;;-319899828#6;veh18873;1225841609;veh_passenger
;;916.27;best;max;-1044514934;veh18874;-379260354;veh_passenger
;;916.31;best;;849281423#0;veh18875;-1055299308;veh_passenger
;;916.36;best;;158306191#4;veh18876;-199050472#10;veh_passenger
;;916.41;best;;1303271800#2;veh18877;1054229823;veh_passenger
;;916.46;best;max;1084017422;veh18878;-131937274#1;veh_passenger
;;916.51;best;;131709941#5;veh18879;1213221063;veh_passenger
;;916.56;best;;27191059#2;veh18880;1216993034;veh_passenger
;;916.61;best;;-160327081#3;veh18881;1055311647;veh_passenger
;;916.65;best;;158306184;veh18882;-158711846;veh_passenger
;;916.70;best;;-83229105#13;veh18883;-132182648#2;veh_passenger
;;916.75;best;max;-1384917998#1;veh18884;27188984#3;veh_passenger
;;916.80;best;max;-988530887;veh18885;1044462495;veh_passenger
;;916.85;best;;-1044804388;veh18886;1047437096;veh_passenger
;;916.90;best;max;-1390882415#1;veh18887;-1049877273#2;veh_passenger
;;916.95;best;max;-1049696985#1;veh18888;-680950028#16;veh_passenger
;;916.99;best;;1385081499;veh18889;-1218446004;veh_passenger
;;917.04;best;max;-252031631#1;veh18890;1218441620;veh_passenger
;;917.09;best;max;-1302319798;veh18891;-1097210340;veh_passenger
;;917.14;best;;1046119831;veh18892;1088091735;veh_passenger
;;917.19;best;max;1385753731;veh18893;1214955158;veh_passenger
;;917.24;best;;27191214#5;veh18894;1045121135#1;veh_passenger
;;917.29;best;max;-1225891467;veh18895;-1459470353#0;veh_passenger
;;917.33;best;max;-1303255487;veh18896;902524006#2;veh_passenger
;;917.38;best;max;-1382527771;veh18897;1379778470#0;veh_passenger
;;917.43;best;;-1049852856#0;veh18898;-689730976#7;veh_passenger
;;917.48;best;max;1217160130;veh18899;-849282050#4;veh_passenger
;;917.53;best;;78532190#1;veh18900;903241450;veh_passenger
;;917.58;best;max;-1219080045#1;veh18901;849840498;veh_passenger
;;917.63;best;max;-683448179#4;veh18902;-1217249785#1;veh_passenger
;;917.67;best;;-1043817972#1;veh18903;1096515111#1;veh_passenger
;;917.72;best;max;-1368683114#1;veh18904;-1217028491;veh_passenger
;;917.77;best;max;-1266169094;veh18905;1382214641#1;veh_passenger
;;917.82;best;max;1368683115#0;veh18906;680950028#18;veh_passenger
;;917.87;best;max;-1051023018;veh18907;1051068177#0;veh_passenger
;;917.92;best;;-680964666#16;veh18908;1054356707;veh_passenger
;;917.96;best;max;-1390651481;veh18909;-229907201#3;veh_passenger
;;918.01;best;;83229104#10;veh18910;1389976138;veh_passenger
;;918.06;best;max;-1054012036;veh18911;-1042418416#0;veh_passenger
;;918.11;best;max;-1055072944;veh18912;218858282#22;veh_passenger
;;918.16;best;max;-1217034284;veh18913;-219811082;veh_passenger
;;918.21;best;;-379260336#2;veh18914;1225565174;veh_passenger
;;918.26;best;max;-1217029631;veh18915;1347384922#2;veh_passenger
;;918.30;best;max;-1387130739;veh18916;1390908540#1;veh_passenger
;;918.35;best;max;-1369911017;veh18917;1218443868;veh_passenger
;;918.40;best;;1156604524;veh18918;-1366805528#2;veh_passenger
;;918.45;best;;-1042584446#1;veh18919;-1042208480#0;veh_passenger
;;918.50;best;;132056615#3;veh18920;-317464845#0;veh_passenger
;;918.55;best;;156032741#20;veh18921;585630247#19;veh_passenger
;;918.60;best;max;379260328;veh18922;1049873936;veh_passenger
;;918.64;best;;-131937278#1;veh18923;-1049115408;veh_passenger
;;918.69;best;;-325440930#3;veh18924;-1358318481;veh_passenger
;;918.74;best;;-1044514951#1;veh18925;-1372046066#2;veh_passenger
;;918.79;best;max;-1358531924;veh18926;1385746001;veh_passenger
;;918.84;best;max;-988530938;veh18927;849840500#1;veh_passenger
;;918.89;best;;-1110955863#0;veh18928;1055098861#0;veh_passenger
;;918.94;best;max;-1383725992;veh18929;902920471#8;veh_passenger
;;918.98;best;;-283617033;veh18930;1084026302;veh_passenger
;;919.03;best;max;158367052;veh18931;1392103445;veh_passenger
;;919.08;best;;83229105#13;veh18932;-131994070#1;veh_passenger
;;919.13;best;max;-1084985581;veh18933;279806915#29;veh_passenger
;;919.18;best;max;-813609469#6;veh18934;-1046251122#1;veh_passenger
;;919.23;best;max;-988553273;veh18935;988530923#4;veh_passenger
;;919.28;best;;-625230323#6;veh18936;-62004861#3;veh_passenger
;;919.32;best;max;-325440935#2;veh18937;1220474074;veh_passenger
;;919.37;best;;-221198030#2;veh18938;-1215329065;veh_passenger
;;919.42;best;;1071865179#0;veh18939;1046119851#0;veh_passenger
;;919.47;best;;1049847057#2;veh18940;354298478#0;veh_passenger
;;919.52;best;;1047664587#0;veh18941;44769992#3;veh_passenger
;;919.57;best;;158354649#1;veh18942;1046536719#1;veh_passenger
;;919.62;best;;-44770274#0;veh18943;988505709;veh_passenger
;;919.66;best;;-1071865160#0;veh18944;131709941#29;veh_passenger
;;919.71;best;max;-1046564417#1;veh18945;1049852879;veh_passenger
;;919.76;best;;569579299#0;veh18946;1044804359;veh_passenger
;;919.81;best;max;-1042418425#1;veh18947;1392268010#1;veh_passenger
;;919.86;best;;315097176#6;veh18948;27211046#2;veh_passenger
;;919.91;best;;-354991437#5;veh18949;548937828#13;veh_passenger
;;919.96;best;;-1046451878#1;veh18950;548937813;veh_passenger
;;920.00;best;;-310880928#10;veh18951;-1050106649#0;veh_passenger
;;920.05;best;max;-1071860448;veh18952;1368972255#1;veh_passenger
;;920.10;best;max;-1385746004;veh18953;1055098864#1;veh_passenger
;;920.15;best;max;-1042925583#1;veh18954;1107337842#0;veh_passenger
;;920.20;best;;-1047458870#8;veh18955;1051074672#1;veh_passenger
;;920.25;best;max;-1054260704;veh18956;1224696691;veh_passenger
;;920.30;best;;-1050950546#0;veh18957;1218446640#0;veh_passenger
;;920.34;best;max;1366539276#0;veh18958;988530926#0;veh_passenger
;;920.39;best;;-158370288#0;veh18959;-218030972#4;veh_passenger
;;920.44;best;max;-1044514928#1;veh18960;-1055049392#0;veh_passenger
;;920.49;best;max;-1204606135#2;veh18961;1209159763#4;veh_passenger
;;920.54;best;;-1041999195#0;veh18962;1109181145#0;veh_passenger
;;920.59;best;;164560139#5;veh18963;355391691#0;veh_passenger
;;920.63;best;max;-1217255416;veh18964;548937829#2;veh_passenger
;;920.68;best;;902523983#3;veh18965;1152642987;veh_passenger
;;920.73;best;max;-1044571695;veh18966;195681537#18;veh_passenger
;;920.78;best;;548937850#3;veh18967;445651176;veh_passenger
;;920.83;best;max;-1391795119;veh18968;158306182#7;veh_passenger
;;920.88;best;max;-585726933#1;veh18969;585729755;veh_passenger
;;920.93;best;;-197733707;veh18970;1385778684;veh_passenger
;;920.97;best;max;-1054354505;veh18971;-1054408535#0;veh_passenger
;;921.02;best;max;-1050556378;veh18972;-1071860472#0;veh_passenger
;;921.07;best;;98623898#6;veh18973;1376951074#1;veh_passenger
;;921.12;best;;-1393490333#5;veh18974;1049852851#1;veh_passenger
;;921.17;best;max;1215984187;veh18975;-630852398#8;veh_passenger
;;921.22;best;max;-1368959162;veh18976;1266165188#1;veh_passenger
;;921.27;best;;252027748#4;veh18977;1054354504;veh_passenger
;;921.31;best;;1055069109#0;veh18978;-220749511#5;veh_passenger
;;921.36;best;;-1042966469#0;veh18979;1055088763;veh_passenger
;;921.41;best;;-689730976#18;veh18980;239456227#16;veh_passenger
;;921.46;best;max;-1202905642;veh18981;1071872397;veh_passenger
;;921.51;best;;355216053#1;veh18982;1279026900;veh_passenger
;;921.56;best;max;-1392271176#1;veh18983;354991354#3;veh_passenger
;;921.61;best;;-446711232#6;veh18984;1055070689#0;veh_passenger
;;921.65;best;;-1226409502#2;veh18985;41379357#12;veh_passenger
;;921.70;best;;-1376964004#0;veh18986;850138489#1;veh_passenger
;;921.75;best;;-313817439#11;veh18987;841957962#4;veh_passenger
;;921.80;best;max;-1050218230;veh18988;1225841606#0;veh_passenger
;;921.85;best;;-158354653#29;veh18989;1383726011;veh_passenger
;;921.90;best;max;-1220468006;veh18990;-1382208314#1;veh_passenger
;;921.95;best;;1051068179#0;veh18991;1044804364;veh_passenger
;;921.99;best;max;-1054356701;veh18992;1054394245;veh_passenger
;;922.04;best;max;-988530880;veh18993;902523968#2;veh_passenger
;;922.09;best;max;-1217249806;veh18994;-158349552#8;veh_passenger
;;922.14;best;;-1051074685#2;veh18995;922333621#1;veh_passenger
;;922.19;best;;-1055092056#1;veh18996;-221616963#2;veh_passenger
;;922.24;best;;1383245449#0;veh18997;1042419275#0;veh_passenger
;;922.29;best;;218032586#12;veh18998;1054354516;veh_passenger
;;922.33;best;;-156032734#0;veh18999;-1046478129#0;veh_passenger
;;922.38;best;;-132183809;veh19000;-1043565873;veh_passenger
;;922.43;best;;322248002#3;veh19001;1071867087;veh_passenger
;;922.48;best;;1201138578#1;veh19002;1046451448#5;veh_passenger
;;922.53;best;;297768404#5;veh19003;1390396729;veh_passenger
;;922.58;best;max;-1376928924;veh19004;1051068195;veh_passenger
;;922.63;best;max;-1390066705;veh19005;1044700299#0;veh_passenger
;;922.67;best;;-1051244385;veh19006;1218977934;veh_passenger
;;922.72;best;;-297768403#6;veh19007;1351172841;veh_passenger
;;922.77;best;;158366236#8;veh19008;1042171904#4;veh_passenger
;;922.82;best;;-1053935150;veh19009;44770393#27;veh_passenger
;;922.87;best;;1049880655;veh19010;-680419911#35;veh_passenger
;;922.92;best;max;-1218441176;veh19011;1213222087;veh_passenger
;;922.97;best;max;-1393453469;veh19012;1051238805#1;veh_passenger
;;923.01;best;max;-988553291#1;veh19013;1215977110;veh_passenger
;;923.06;best;;-1046101224#0;veh19014;1053907533#2;veh_passenger
;;923.11;best;max;-1054354502;veh19015;1383920717;veh_passenger
;;923.16;best;;-231770250#3;veh19016;-37237086#10;veh_passenger
;;923.21;best;;-156020168#1;veh19017;-1044700249#0;veh_passenger
;;923.26;best;max;-1358531924;veh19018;1391778345;veh_passenger
;;923.31;best;;-1050973568#0;veh19019;1071865156;veh_passenger
;;923.35;best;;-158315143#7;veh19020;630853831#1;veh_passenger
;;923.40;best;;-569583472#3;veh19021;-218858282#12;veh_passenger
;;923.45;best;max;-1216923035;veh19022;-1220236943;veh_passenger
;;923.50;best;max;-1118237511;veh19023;1088376791;veh_passenger
;;923.55;best;max;1218449555#0;veh19024;1071872413#1;veh_passenger
;;923.60;best;max;-1054356707;veh19025;1042918050#1;veh_passenger
;;923.64;best;;234273810#6;veh19026;1049852862#0;veh_passenger
;;923.69;best;;-329454940;veh19027;1049847046#0;veh_passenger
;;923.74;best;;-804483251#1;veh19028;379260391;veh_passenger
;;923.79;best;;865573710#5;veh19029;-1054632987#0;veh_passenger
;;923.84;best;max;-1383759246;veh19030;1043853247;veh_passenger
;;923.89;best;max;-1218993349;veh19031;1198862199#1;veh_passenger
;;923.94;best;max;-695580800#1;veh19032;-815459479#25;veh_passenger
;;923.98;best;;-319423453#23;veh19033;667781657#4;veh_passenger
;;924.03;best;max;1089022996#0;veh19034;221616962#0;veh_passenger
;;924.08;best;max;-898458111;veh19035;1046958047#1;veh_passenger
;;924.13;best;;-26209719#6;veh19036;1219080965;veh_passenger
;;924.18;best;max;-1041990406;veh19037;1046251149#1;veh_passenger
;;924.23;best;;-1045129820#3;veh19038;-1071878482#0;veh_passenger
;;924.28;best;max;1390652420;veh19039;1047437091#1;veh_passenger
;;924.32;best;max;-1224696691;veh19040;1045129823;veh_passenger
;;924.37;best;max;1430551995;veh19041;1217028514#2;veh_passenger
;;924.42;best;;-156020181#2;veh19042;-466855841#0;veh_passenger
;;924.47;best;;132363057#0;veh19043;1214494849#1;veh_passenger
;;924.52;best;;184751276#1;veh19044;-1042241321#1;veh_passenger
;;924.57;best;max;-988505709;veh19045;1049877260#1;veh_passenger
;;924.62;best;max;-1383716089;veh19046;1366470558;veh_passenger
;;924.66;best;;221615244#0;veh19047;-722415481#9;veh_passenger
;;924.71;best;;54531638#1;veh19048;689730984#1;veh_passenger
;;924.76;best;max;-1217164174;veh19049;-1053935157#1;veh_passenger
;;924.81;best;;-236722043#2;veh19050;1071867049;veh_passenger
;;924.86;best;max;-1218993376;veh19051;1046397074#2;veh_passenger
;;924.91;best;;1047218420#1;veh19052;321399398#1;veh_passenger
;;924.96;best;max;1215984188;veh19053;319423453#15;veh_passenger
;;925.00;best;max;1046536737;veh19054;-1368745663#0;veh_passenger
;;925.05;best;;1390663467#2;veh19055;556414774#1;veh_passenger
;;925.10;best;max;-1362820351#1;veh19056;199044516#4;veh_passenger
;;925.15;best;;-1054195152#2;veh19057;1363487963#0;veh_passenger
;;925.20;best;;-680950028#26;veh19058;1055120484#1;veh_passenger
;;925.25;best;;27191050#2-AddedOnRampEdge;veh19059;1376651158#0;veh_passenger
;;925.30;best;;1392106467;veh19060;-1054195132#0;veh_passenger
;;925.34;best;;131709936#7;veh19061;-158355515#7;veh_passenger
;;925.39;best;;-1051068182;veh19062;988530900;veh_passenger
;;925.44;best;max;-1385710903;veh19063;1392063156;veh_passenger
;;925.49;best;max;-1389246714;veh19064;355393295#1;veh_passenger
;;925.54;best;;-1044576077#1;veh19065;1051023024#0;veh_passenger
;;925.59;best;;1042925569;veh19066;1370363139#1;veh_passenger
;;925.64;best;max;-1389977972;veh19067;548937824;veh_passenger
;;925.68;best;;218760417#1;veh19068;174471202#6;veh_passenger
;;925.73;best;max;-1049878348;veh19069;1368302643#3;veh_passenger
;;925.78;best;max;-1217249870;veh19070;1266139213#2;veh_passenger
;;925.83;best;;-1383726000;veh19071;841957962#4;veh_passenger
;;925.88;best;max;-1390368226;veh19072;-1386521077;veh_passenger
;;925.93;best;;849848490#0;veh19073;988530934#2;veh_passenger
;;925.98;best;;321398255#0;veh19074;-325440935#0;veh_passenger
;;926.02;best;;-132363044#6;veh19075;1216004335#1;veh_passenger
;;926.07;best;;-132070850#2;veh19076;1368744193;veh_passenger
;;926.12;best;;-1380621060#1;veh19077;585728601#3;veh_passenger
;;926.17;best;;1053935170#1;veh19078;569640933;veh_passenger
;;926.22;best;max;-1046292264;veh19079;-865573710#5;veh_passenger
;;926.27;best;max;-1088091736;veh19080;1055088767;veh_passenger
;;926.31;best;;-319423449#8;veh19081;264253168;veh_passenger
;;926.36;best;max;-1049123392;veh19082;988553256;veh_passenger
;;926.41;best;max;-1042419272;veh19083;1055130145;veh_passenger
;;926.46;best;max;1084651002;veh19084;354991413#2;veh_passenger
;;926.51;best;;-1088091732#1;veh19085;231770259#6;veh_passenger
;;926.56;best;;319899811#2;veh19086;1139148234;veh_passenger
;;926.61;best;max;1213512464;veh19087;1042171918#1;veh_passenger
;;926.65;best;max;-988505740;veh19088;446711245;veh_passenger
;;926.70;best;max;-320044843#1;veh19089;-849848491#1;veh_passenger
;;926.75;best;;404799260#3;veh19090;-1430551995;veh_passenger
;;926.80;best;max;-1217255585;veh19091;-1071860459#0;veh_passenger
;;926.85;best;max;-1381947030;veh19092;-902523987#8;veh_passenger
;;926.90;best;;680964667#11;veh19093;898458147;veh_passenger
;;926.95;best;max;1217037418;veh19094;236722043#9;veh_passenger
;;926.99;best;max;-1055122454;veh19095;-229907581#5;veh_passenger
;;927.04;best;max;1382304078;veh19096;-1215292811#0;veh_passenger
;;927.09;best;;355391691#2;veh19097;-379260328;veh_passenger
;;927.14;best;max;-1216159290;veh19098;548937858#3;veh_passenger
;;927.19;best;max;-1217160453;veh19099;902523981#1;veh_passenger
;;927.24;best;max;-1054260699#1;veh19100;881609076#1;veh_passenger
;;927.29;best;;-199043533#6;veh19101;-446709216#1;veh_passenger
;;927.33;best;;1046101216#2;veh19102;-548937818#6;veh_passenger
;;927.38;best;;-1216000771;veh19103;1383759260;veh_passenger
;;927.43;best;max;-1054408532;veh19104;1382263400;veh_passenger
;;927.48;best;max;-1382208312#1;veh19105;1052654322#1;veh_passenger
;;927.53;best;max;-1432202355#6;veh19106;586594848#2;veh_passenger
;;927.58;best;max;-322815726#2;veh19107;1302316763;veh_passenger
;;927.63;best;max;-1220230512;veh19108;1382973112;veh_passenger
;;927.67;best;max;-1266177575#1;veh19109;302557885#1;veh_passenger
;;927.72;best;;-231770255#3;veh19110;1051238805#1;veh_passenger
;;927.77;best;;-1217675494;veh19111;1236566003#1;veh_passenger
;;927.82;best;max;-1388478923;veh19112;-379260331#2;veh_passenger
;;927.87;best;;1042171954#3;veh19113;-132071733#2;veh_passenger
;;927.92;best;;219780377#0;veh19114;1386107129#1;veh_passenger
;;927.97;best;max;-355214601#2;veh19115;134795941#7;veh_passenger
;;928.01;best;max;-1042241314#1;veh19116;1051074687#2;veh_passenger
;;928.06;best;;310880928#14;veh19117;132363044#2;veh_passenger
;;928.11;best;max;-1047442565#1;veh19118;-1046478135#0;veh_passenger
;;928.16;best;;-850138488#1;veh19119;1210294412#1;veh_passenger
;;928.21;best;max;-1256456213#7;veh19120;-1385049881;veh_passenger
;;928.26;best;;-355212048;veh19121;1216697418;veh_passenger
;;928.31;best;max;-1217163829;veh19122;1044514933;veh_passenger
;;928.35;best;max;-354298463;veh19123;1049852880;veh_passenger
;;928.40;best;;-355210812#6;veh19124;898458078;veh_passenger
;;928.45;best;max;-221853654#3;veh19125;1392116049;veh_passenger
;;928.50;best;;695559471#4;veh19126;321304368;veh_passenger
;;928.55;best;max;-1071869424;veh19127;1071860467;veh_passenger
;;928.60;best;max;-1046942866;veh19128;1042171890#1;veh_passenger
;;928.65;best;max;-1383929080#1;veh19129;1213275020#0;veh_passenger
;;928.69;best;;-83229105#7;veh19130;1042966483#1;veh_passenger
;;928.74;best;;161999543;veh19131;1084004610#1;veh_passenger
;;928.79;best;;902651225#2;veh19132;379260336#0;veh_passenger
;;928.84;best;;-1054632969#3;veh19133;1391509303;veh_passenger
;;928.89;best;max;-1225885346;veh19134;586594850#7;veh_passenger
;;928.94;best;max;-1219040400;veh19135;1383759248#1;veh_passenger
;;928.98;best;;-221207910#4;veh19136;-1046101219#0;veh_passenger
;;929.03;best;;1303687674;veh19137;1047664593#0;veh_passenger
;;929.08;best;max;1046567468#0;veh19138;-1071865182#0;veh_passenger
;;929.13;best;max;1216993030;veh19139;1217160103#1;veh_passenger
;;929.18;best;max;-988553296#2;veh19140;-569602213#4;veh_passenger
;;929.23;best;;-1369591042;veh19141;1051074676#3;veh_passenger
;;929.28;best;;1218440518#2;veh19142;132070857;veh_passenger
;;929.32;best;max;-1218993542#1;veh19143;-922333620;veh_passenger
;;929.37;best;max;-1042896332;veh19144;1054221087;veh_passenger
;;929.42;best;;988203005#1;veh19145;1385047530;veh_passenger
;;929.47;best;max;-1053907529;veh19146;1071869428;veh_passenger
;;929.52;best;max;-1047137896#1;veh19147;-1215980414#1;veh_passenger
;;929.57;best;;-1046908819#3;veh19148;1046101244#1;veh_passenger
;;929.62;best;;1044509105;veh19149;-1213222763;veh_passenger
;;929.66;best;max;1049847050;veh19150;-1084026309;veh_passenger
;;929.71;best;max;-1217255057;veh19151;1390882415#1;veh_passenger
;;929.76;best;;825108510#21;veh19152;1055120464;veh_passenger
;;929.81;best;max;804483249#0;veh19153;-1051093561#0;veh_passenger
;;929.86;best;;-1046119850#1;veh19154;280941187#3;veh_passenger
;;929.91;best;;-158370310#6;veh19155;1219040418;veh_passenger
;;929.96;best;;569562570#1;veh19156;1383978038#1;veh_passenger
;;930.00;best;;1044514945#2;veh19157;684340774#4;veh_passenger
